date,company,position,location,tags,remote,experience_level,experience_years,english_level,url
2026-02-09T21:17:02.860361,Postulado,Analista de datos,,,False,,,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-en-pereira-1BC604AFA200B91061373E686DCF3405#lc=ListOffers-Score4-0
2026-02-09T21:17:07.726812,Postulado,Analista de datos y informacion,,"python, sql",False,,37,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-y-informacion-en-bogota-dc-42D8A09A6E06A96E61373E686DCF3405#lc=ListOffers-Score4-1
2026-02-09T21:17:14.089024,Se precisa Urgente,Analista de Datos,Postulado,"python, sql, software",False,,2,required,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-bilingue-en-medellin-50F6EF2247DB13A461373E686DCF3405#lc=ListOffers-Score4-2
2026-02-09T21:17:17.003940,Postulado,Analista de Datos Técnicos (Hidrocarburos),,"python, sql",False,,2,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-tecnicos-hidrocarburos-en-bogota-dc-82FB3A564BD689E861373E686DCF3405#lc=ListOffers-Score4-3
2026-02-09T21:17:19.964955,Postulado,"Analista de Datos SQL, Python",,"python, sql",False,,3,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-sql-python-bogota-en-bogota-dc-35BBBD1A2AE6421E61373E686DCF3405#lc=ListOffers-Score4-4
2026-02-09T21:17:24.058633,Se precisa Urgente,analista de datos,Postulado,"python, sql",False,,69,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-base-de-datos-en-bogota-dc-C7FAB0617E82D6CA61373E686DCF3405#lc=ListOffers-Score4-5
2026-02-09T21:17:27.155531,Postulado,Analista de ventas y datos logisticos,,,True,,2,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-ventas-y-datos-logisticos-ultima-milla-home-d-en-itagui-A66B049F7A7B045F61373E686DCF3405#lc=ListOffers-Score4-6
2026-02-09T21:17:30.569575,Empleo destacado,Analista de inventarios / Analista de datos e inventarios / Latam,Postulado,,False,,40,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-inventarios-analista-de-datos-e-inventarios-latam-en-siberia-D7C48C1D52556F6761373E686DCF3405#lc=ListOffers-Score4-7
2026-02-09T21:17:34.539375,Postulado,Analista SQL y Gestión de Datos,,"python, java, sql, software, backend",False,,3,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-sql-y-gestion-de-datos-en-medellin-2400B396AD3F359361373E686DCF3405#lc=ListOffers-Score4-8
2026-02-09T21:17:37.401829,Se precisa Urgente,Analista de Datos,Postulado,sql,False,,7,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-en-bogota-dc-E32E2D88E20C37E061373E686DCF3405#lc=ListOffers-Score4-9
2026-02-09T21:17:40.187700,Postulado,analista de datos,,"python, sql, cloud, aws, azure",True,,4,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-en-bogota-dc-3195653D0FF87F0261373E686DCF3405#lc=ListOffers-Score4-10
2026-02-09T21:17:42.953722,Se precisa Urgente,Analista de Data centros de distribución,Postulado,,False,,2,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-data-centros-de-distribucion-mosquera-zonas-cercanas-en-mosquera-A59E0B97F3EA8CDB61373E686DCF3405#lc=ListOffers-Score4-11
2026-02-09T21:17:45.734460,Se precisa Urgente,Analista de datos,Postulado,"python, sql",False,,2,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-sector-bpo-en-barranquilla-062499A57AAF776A61373E686DCF3405#lc=ListOffers-Score4-12
2026-02-09T21:17:48.545787,Postulado,Analista de Datos Tesoreria,,,True,,3,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-tesoreria-oxohotel-bogota-en-bogota-dc-045723B80AA0E4CA61373E686DCF3405#lc=ListOffers-Score4-13
2026-02-09T21:17:52.121788,Postulado,Analista de datos,,,False,,30,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-en-bogota-dc-5ADD6EAFDC638F7461373E686DCF3405#lc=ListOffers-Score4-14
2026-02-09T21:17:55.212082,Empleo destacado,Analista senior de datos Norte de Bogotá,Postulado,support,False,senior,3,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-senior-de-datos-norte-de-bogota-en-bogota-dc-00EDB4B847430E9F61373E686DCF3405#lc=ListOffers-Score4-15
2026-02-09T21:17:58.076105,Postulado,Analista de datos para el area de EHS,,support,True,,46,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-para-el-area-de-ehs-en-bogota-dc-24A4C564E6A9F53361373E686DCF3405#lc=ListOffers-Score4-16
2026-02-09T21:18:00.940118,Se precisa Urgente,Analista de datos / control Operativo,Empleo destacado,,False,,30,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-control-operativo-presencial-alto-dominio-de-excel-en-bogota-dc-8D9265CA0F18538061373E686DCF3405#lc=ListOffers-Score4-17
2026-02-09T21:18:03.785211,Postulado,Data Analyst,,"python, sql, support",False,,2,required,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-data-analyst-en-bogota-dc-1DBBD6B653DBE20E61373E686DCF3405#lc=ListOffers-Score4-18
2026-02-09T21:18:06.984014,Postulado,Analista Datos Comerciales,,,False,,20,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-datos-comerciales-en-envigado-5224F504C57B7A3961373E686DCF3405#lc=ListOffers-Score4-19
2026-02-09T21:18:15.606207,Postulado,Analista de Datos,,sql,False,,2,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-ingeniero-industrial-en-barranquilla-D400BC55620D179861373E686DCF3405#lc=ListOffers-Score4-0
2026-02-09T21:18:18.587537,Empleo destacado,Analista senior de datos Norte de Bogotá,Postulado,sql,False,senior,3,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-senior-de-datos-norte-de-bogota-en-bogota-dc-AAD1A5E5F7399C3B61373E686DCF3405#lc=ListOffers-Score4-1
2026-02-09T21:18:21.424265,Postulado,Analista de Datos,,"python, sql, software",False,,130,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-en-tenjo-275149EA5FFFB14561373E686DCF3405#lc=ListOffers-Score4-2
2026-02-09T21:18:24.348237,Postulado,Analista Calidad de Datos,,sql,False,,2,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-calidad-de-datos-en-bogota-dc-30B3C0551FCD7B6D61373E686DCF3405#lc=ListOffers-Score4-3
2026-02-09T21:18:27.412173,Postulado,Analista Administrativo / Excel Avanzado / Bases de Datos,,,True,,,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-administrativo-excel-avanzado-bases-de-datos-en-bogota-dc-A02298CA4EFB286061373E686DCF3405#lc=ListOffers-Score4-4
2026-02-09T21:18:30.723341,Postulado,Analista de datos / Data Analyst / Manizales contratación inmediata,,sql,False,,,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-data-analyst-manizales-contratacion-inmediata-en-manizales-8253F3AD2831F2EA61373E686DCF3405#lc=ListOffers-Score4-5
2026-02-09T21:18:33.390912,Postulado,Analista de datos bilingue,,python,True,,,required,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-bilingue-en-medellin-7FF0BF76F295A77E61373E686DCF3405#lc=ListOffers-Score4-6
2026-02-09T21:18:36.210346,Postulado,analista de datos junior,,,True,junior,,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-junior-en-medellin-0E2FB1421D2385CA61373E686DCF3405#lc=ListOffers-Score4-7
2026-02-09T21:18:40.096860,Postulado,Analista de Datos BI AI Data Science,,"sql, cloud",True,,4,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-bi-ai-data-science-en-bogota-dc-428E419074CE6DD561373E686DCF3405#lc=ListOffers-Score4-8
2026-02-09T21:18:42.919376,Postulado,"Analista junior de datos y reportes,técnico, tecnólogo o profesional Software",,"sql, software",False,junior,,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-junior-de-datos-y-reportestecnico-tecnologo-o-profesional-software-experiencia-excel-access-power-bi-y-sql-en-bogota-dc-98F7B78233F4FA3661373E686DCF3405#lc=ListOffers-Score4-9
2026-02-09T21:18:45.724870,Postulado,Analista de datos,,sql,True,,2,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-en-bogota-dc-DDE8626D72BF667E61373E686DCF3405#lc=ListOffers-Score4-10
2026-02-09T21:18:49.754369,Postulado,"Analista junior de datos y reportes,técnico, tecnólogo Software",,"sql, software",True,junior,,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-junior-de-datos-y-reportestecnico-tecnologo-software-experiencia-excel-access-power-bi-y-sql-en-bogota-dc-8DA254D40D3E3E5161373E686DCF3405#lc=ListOffers-Score4-11
2026-02-09T21:18:53.382988,Postulado,Analista junior de datos sector retail,,"sql, software",False,junior,40,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-junior-de-datos-sector-retail-en-bogota-dc-2607CAC718ED810E61373E686DCF3405#lc=ListOffers-Score4-12
2026-02-09T21:18:56.990927,Postulado,Analista de datos Tableau,,"sql, software",False,,2,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-tableau-en-bogota-dc-28C6AACABDD8807D61373E686DCF3405#lc=ListOffers-Score4-13
2026-02-09T21:18:59.804449,Postulado,Analista de Datos Access,,"python, sql",True,,,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-access-en-bogota-dc-7A388E8A13080B3761373E686DCF3405#lc=ListOffers-Score4-14
2026-02-09T21:19:02.677851,Postulado,Analista de datos,,"python, sql",False,,2,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-en-bogota-dc-45F4264511735B0D61373E686DCF3405#lc=ListOffers-Score4-15
2026-02-09T21:19:05.537390,Postulado,Analista de Datos Operativos (Posventa),,,False,,43,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-operativos-posventa-especialista-en-performance-operativo-en-bogota-dc-9D7F00B7614D390961373E686DCF3405#lc=ListOffers-Score4-16
2026-02-09T21:19:08.236122,Se precisa Urgente,"Analista de datos excel avanzado, power Query",Empleo destacado,sql,True,,2,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-excel-avanzado-power-query-estudiante-ingenieria-sistemas-en-bogota-dc-8CBA1CCCC4BA452261373E686DCF3405#lc=ListOffers-Score4-17
2026-02-09T21:19:10.979686,Postulado,Analista de datos,,,False,,,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-en-aguazul-D012CF94153D729261373E686DCF3405#lc=ListOffers-Score4-18
2026-02-09T21:19:14.165496,Empleo destacado,Analista financiero / Analista de datos,Postulado,,False,,50,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-financiero-analista-de-datos-en-bogota-dc-364F00FBE58716D361373E686DCF3405#lc=ListOffers-Score4-19
2026-02-09T21:21:37.561951,Postulado,Ingeniero Datos,,"python, sql, software",True,,3,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-datos-cali-en-cali-2B5BA0EAFE9622E661373E686DCF3405#lc=ListOffers-Score4-0
2026-02-09T21:21:40.307463,Postulado,Ingeniero de Datos,,"python, sql, aws, software",True,,5,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-datos-experiencia-en-aws-en-bogota-dc-460F9E864B358B7861373E686DCF3405#lc=ListOffers-Score4-1
2026-02-09T21:21:43.007517,Empleo destacado,Data / Analytics Engineer,Postulado,"python, sql, software",False,,4,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-data-analytics-engineer-en-bogota-dc-17C41B5D1D4338B861373E686DCF3405#lc=ListOffers-Score4-2
2026-02-09T21:21:45.741054,Postulado,Data Migration Engineer 48157,,"python, sql, aws",True,,5,required,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-data-migration-engineer-48157-bilingue-en-medellin-A3ABB7D14C77398561373E686DCF3405#lc=ListOffers-Score4-3
2026-02-09T21:21:48.433819,Postulado,Ingeniero de Data 47788,,"python, sql, cloud, aws, azure, software",True,,3,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-data-47788-hibrido-bogota-en-bogota-dc-59FB4D4126E8F8FC61373E686DCF3405#lc=ListOffers-Score4-4
2026-02-09T21:21:52.259572,Postulado,Ingeniero de datos,,"python, sql, software",True,,2,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-datos-spark-scala-en-bogota-dc-85437721F0C4C6CA61373E686DCF3405#lc=ListOffers-Score4-5
2026-02-09T21:21:54.973189,Postulado,Analista de Datos,,sql,False,,2,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-ingeniero-industrial-en-barranquilla-D400BC55620D179861373E686DCF3405#lc=ListOffers-Score4-6
2026-02-09T21:21:57.741304,Postulado,Ingeniero en sistemas o carreras afines de datos 6 años de experiencia en informatica de salud,,,False,,6,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-en-sistemas-o-carreras-afines-de-datos-6-anos-de-experiencia-en-informatica-de-salud-en-bogota-dc-4905F2628CD3A5C961373E686DCF3405#lc=ListOffers-Score4-7
2026-02-09T21:22:00.517240,Postulado,Ingeniero de Bases de Datos / Database Administrator,,"sql, software",True,,2,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-bases-de-datos-database-administrator-en-bogota-dc-5669441696DEF17861373E686DCF3405#lc=ListOffers-Score4-8
2026-02-09T21:22:05.687799,Postulado,Ingeniero de Integración de Datos AWS,,"python, java, sql, aws, software",True,,4,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-integracion-de-datos-aws-obra-o-labor-por-3-meses-en-bogota-dc-3D6E7AD2D57191F261373E686DCF3405#lc=ListOffers-Score4-9
2026-02-09T21:22:08.387407,Postulado,Ingeniero de Datos,,"python, sql, software",True,,3,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-datos-cali-en-cali-1B10B092D057013661373E686DCF3405#lc=ListOffers-Score4-10
2026-02-09T21:22:11.210135,Postulado,Ingeniero de datos  Chia,,"python, sql, software",False,,2,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-datos-chia-proceso-inmediato-en-chia-D00FA8C273AB58E361373E686DCF3405#lc=ListOffers-Score4-11
2026-02-09T21:22:14.127888,Empleo destacado,Profesional en ingeniera de datos,Postulado,"python, software",False,,3,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-profesional-en-ingeniera-de-datos-concesionario-sitp-en-bogota-dc-71467778723E56B761373E686DCF3405#lc=ListOffers-Score4-12
2026-02-09T21:22:17.553009,Postulado,Ingeniero de datos,,"aws, software",True,,3,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-datos-en-funza-F63E2612D7F1698C61373E686DCF3405#lc=ListOffers-Score4-13
2026-02-09T21:22:20.342908,Empleo destacado,Ingeniero de datos,Postulado,"sql, cloud, aws, software",True,,3,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-datos-en-manizales-4AD016A60F6B7A3E61373E686DCF3405#lc=ListOffers-Score4-14
2026-02-09T21:22:23.250359,Postulado,"Practicante profesional en ingeniería de ciencias de datos, ingeniero industrial o carreras afines.",,,False,,18,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-practicante-profesional-en-ingenieria-de-ciencias-de-datos-ingeniero-industrial-o-carreras-afines-en-medellin-E31C69B703BA612261373E686DCF3405#lc=ListOffers-Score4-15
2026-02-09T21:22:26.214854,Se precisa Urgente,Ingeniero/a de Canales Digitales / Análisis de datos,Postulado,sql,False,,30,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-ingenieroa-de-canales-digitales-analisis-de-datos-contratacion-inmediata-en-bogota-dc-53B9F5307096163661373E686DCF3405#lc=ListOffers-Score4-16
2026-02-09T21:22:29.041605,Postulado,Consultor Ingeniero de Datos,,"sql, cloud, azure, software",False,,5,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-consultor-ingeniero-de-datos-en-medellin-8D8E0E19DA22F3A861373E686DCF3405#lc=ListOffers-Score4-17
2026-02-09T21:22:31.890085,Empleo destacado,Ingeniero de confiabilidad y analítica de datos,Postulado,python,False,,3,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-confiabilidad-y-analitica-de-datos-cucuta-en-cucuta-1CAFB42CA50D228661373E686DCF3405#lc=ListOffers-Score4-18
2026-02-09T21:22:34.552006,Se precisa Urgente,Data Engineer / Ingeniero(a) de Datos / Especialista en Ingeniería de Datos,Empleo destacado,"python, sql, cloud, software",True,,4,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-data-engineer-ingenieroa-de-datos-especialista-en-ingenieria-de-datos-remoto-en-compania-americana-en-estados-unidos-573EFA8B95DAF2A961373E686DCF3405#lc=ListOffers-Score4-19
2026-02-09T21:22:42.185284,Postulado,Ingeniero/a de analítica de datos,,software,False,,2,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-ingenieroa-de-analitica-de-datos-industrial-en-tocancipa-12D151402067EB5761373E686DCF3405#lc=ListOffers-Score4-0
2026-02-09T21:22:45.031760,Postulado,Ingeniero Desarrollador Base de Datos Oracle,,"sql, node, software, backend",True,,2,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-desarrollador-base-de-datos-oracle-en-bucaramanga-71D3BD5FB3B50F7661373E686DCF3405#lc=ListOffers-Score4-1
2026-02-09T21:22:47.851473,Empleo destacado,Ingeniero experto en Databricks,Postulado,"python, aws, azure, software",True,,5,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-experto-en-databricks-en-bogota-dc-6D7E02B0E56FF5F561373E686DCF3405#lc=ListOffers-Score3-2
2026-02-09T21:22:50.548661,Postulado,analista de datos,,"python, sql, cloud, aws, azure",True,,4,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-en-bogota-dc-3195653D0FF87F0261373E686DCF3405#lc=ListOffers-Score3-3
2026-02-09T21:22:53.284180,Postulado,Software Integration Engineer,,"python, java, sql, cloud, aws, azure, support, software",True,,5,required,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-software-integration-engineer-en-bogota-dc-266F94AE04799B4661373E686DCF3405#lc=ListOffers-Score3-4
2026-02-09T21:22:56.026669,Postulado,Software Integration Engineer,,"python, java, sql, support, software, backend",True,,4,required,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-software-integration-engineer-sqlinux-and-etl-en-bogota-dc-149AA92CE977573961373E686DCF3405#lc=ListOffers-Score3-5
2026-02-09T21:22:58.742856,Postulado,Cloud Support Engineer,,"python, java, sql, cloud, aws, security, support, software, backend",True,,4,required,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-cloud-support-engineer-aws-sql-java-en-bogota-dc-9AB767D6E4285F4A61373E686DCF3405#lc=ListOffers-Score3-6
2026-02-09T21:23:01.595883,Postulado,L1 Support Engineer Bilingüe  ¡Portugues!,,"sql, cloud, support",False,,,required,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-l1-support-engineer-bilingue-portugues-en-bogota-dc-6B6A015E850973EC61373E686DCF3405#lc=ListOffers-Score3-7
2026-02-09T21:23:04.576130,Postulado,Service Provider Networking Engineer,,"cloud, support, software",True,,,required,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-service-provider-networking-engineer-advanced-english-and-german-en-barranquilla-49A37AF4B5D6937F61373E686DCF3405#lc=ListOffers-Score3-8
2026-02-09T21:23:07.253251,Empleo destacado,Associate Technical Support Engineer,Postulado,"java, sql, support, software",True,,,required,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-associate-technical-support-engineer-advanced-english-level-en-bogota-dc-A6B37780F1EFC2D661373E686DCF3405#lc=ListOffers-Score3-9
2026-02-09T21:23:09.953127,Se precisa Urgente,Senior Machine Learning Engineer,Empleo destacado,"python, sql, cloud, azure, security, support, software",True,senior,5,required,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-senior-machine-learning-engineer-remote-en-bogota-dc-82C27D42E351E27861373E686DCF3405#lc=ListOffers-Score3-10
2026-02-09T21:23:12.601580,Postulado,¡Urgente!  L1 Support Engineer Bilingüe,,"sql, cloud, support",False,,,required,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-urgente-l1-support-engineer-bilingue-bogota-en-bogota-dc-C006A4FFD9D267BE61373E686DCF3405#lc=ListOffers-Score3-11
2026-02-09T21:23:15.267448,Postulado,"Senior Software Engineer, Supply Chain Tech",,"python, java, cloud, aws, react, node, support, software, backend, frontend",True,senior,5,required,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-senior-software-engineer-supply-chain-tech-en-bogota-dc-F6DD9E9561E1A9AA61373E686DCF3405#lc=ListOffers-Score3-12
2026-02-09T21:23:18.483544,Postulado,Content Moderator Operations Manager,,"security, support",True,manager,,required,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-content-moderator-operations-manager-en-barranquilla-D0AC0595B4E6806961373E686DCF3405#lc=ListOffers-Score3-13
2026-02-09T21:23:21.186747,Postulado,Content Moderator Quality Analyst,,"security, support",True,,3,required,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-content-moderator-quality-analyst-en-barranquilla-632F577BD42BDC0961373E686DCF3405#lc=ListOffers-Score3-14
2026-02-09T21:23:23.981983,Postulado,Content Moderator Trainer,,support,False,,,required,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-content-moderator-trainer-en-barranquilla-620BFCC04C8EDEC161373E686DCF3405#lc=ListOffers-Score3-15
2026-02-09T21:23:26.719995,Postulado,Consultores SAP Diferentes módulos  En todo Colombia,,"sql, cloud, aws, azure",True,,5,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-consultores-sap-diferentes-modulos-en-todo-colombia-en-bogota-dc-C96FEAD39856EAAD61373E686DCF3405#lc=ListOffers-Score3-16
2026-02-09T21:23:29.407859,Postulado,principal devops and integration engineer,,"sql, cloud, azure, security, support, software",True,,5,required,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-principal-devops-and-integration-engineer-en-bogota-dc-E503F69F55C999A661373E686DCF3405#lc=ListOffers-Score3-17
2026-02-09T21:23:32.149587,Postulado,Jefe de servidores / bases de datos / cloud / soluciones,,"sql, cloud, aws, azure, security, support, software",False,,5,required,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-jefe-de-servidores-bases-de-datos-cloud-soluciones-en-bogota-dc-AEDA04D71DD5F77761373E686DCF3405#lc=ListOffers-Score3-18
2026-02-09T21:23:34.860224,Postulado,Jefe de servidores / bases de datos / cloud / soluciones,,"sql, cloud, aws, azure, security",False,,5,required,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-jefe-de-servidores-bases-de-datos-cloud-soluciones-en-bogota-dc-1DA7E9308584826961373E686DCF3405#lc=ListOffers-Score3-19
2026-02-09T21:23:43.433267,Postulado,líder de ingeniería,,"python, sql, azure",True,,5,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-lider-de-ingenieria-datos-y-visualizacion-en-medellin-51E91A0BE4B2EAA361373E686DCF3405#lc=ListOffers-Score3-0
2026-02-09T21:23:46.096041,Postulado,Ingeniero de Sistemas,,"python, java, sql, software",False,,2,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-sistemas-en-bogota-dc-A5EC089C0FC35B6861373E686DCF3405#lc=ListOffers-Score0-1
2026-02-09T21:23:48.773562,Postulado,Analista de gestión de bases de datos para personas con y sin discapacidad,,software,False,,,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-gestion-de-bases-de-datos-para-personas-con-y-sin-discapacidad-en-envigado-A606CC4C028B09F161373E686DCF3405#lc=ListOffers-Score0-2
2026-02-09T21:23:51.626010,Se precisa Urgente,Practicante en Ing industrial o administracion de empresas,Empleo destacado,,False,,,required,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-practicante-en-ing-industrial-o-administracion-de-empresas-profesional-en-barranquilla-F6080D5646E18B8361373E686DCF3405#lc=ListOffers-Score0-3
2026-02-09T21:23:54.345338,Postulado,"Analista de Procesos, Bases, ETL y Datos Junior",,"python, sql, cloud, aws, support, software",False,junior,5,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-procesos-bases-etl-y-datos-junior-bogota-en-bogota-dc-0F80E56454CCA26961373E686DCF3405#lc=ListOffers-Score0-4
2026-02-09T21:23:57.194366,Se precisa Urgente,Practicante Tecnico Sena Recursos Humanos,Empleo destacado,"cloud, support, software",True,,,required,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-practicante-tecnico-sena-recursos-humanos-hibrido-en-bogota-dc-E920A8D8DABEED4B61373E686DCF3405#lc=ListOffers-Score0-5
2026-02-09T21:23:59.890379,Empleo destacado,Practicante de ingenieria de sistemas,Postulado,"python, sql, software",False,,25,required,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-practicante-de-ingenieria-de-sistemas-profesionaltecnologo-en-medellin-528D9B488E802DE461373E686DCF3405#lc=ListOffers-Score0-6
2026-02-09T21:24:03.027410,Se precisa Urgente,Tecnico de Operacion y Mantenimiento con Conte / Telecomunicaciones,Empleo destacado,,False,,,,https://www.computrabajo.com.co/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-de-operacion-y-mantenimiento-con-conte-telecomunicaciones-tarjeta-conte-bogota-en-bogota-dc-8AC40351F2ECCC5D61373E686DCF3405#lc=ListOffers-Score0-7
