date,company,position,location,tags,remote,experience_level,experience_years,english_level,url
2026-02-09T21:50:52.062604,BairesDev,Junior Fullstack React & Node Developer - Remote Work | REF#281820,"Medellin, Antioquia, Colombia",software engineer,,,,,https://co.linkedin.com/jobs/view/junior-fullstack-react-node-developer-remote-work-ref%23281820-at-bairesdev-4140303010?position=4&pageNum=2&refId=vxvVRu5C2PposkCSAHuWWg%3D%3D&trackingId=z3imfgTtG1FUUS8Oa1BLIg%3D%3D
2026-02-09T21:50:52.062698,Inetum,Programador Junior- Data Engineering,"Bogota, D.C., Capital District, Colombia",software engineer,,,,,https://co.linkedin.com/jobs/view/programador-junior-data-engineering-at-inetum-4311749229?position=5&pageNum=2&refId=vxvVRu5C2PposkCSAHuWWg%3D%3D&trackingId=QUGViKXOlpcxmcMfQ%2Fnv3w%3D%3D
2026-02-09T21:50:52.062803,Scotiabank,Software Engineer Associate,"Bogota, D.C., Capital District, Colombia",software engineer,,,,,https://co.linkedin.com/jobs/view/software-engineer-associate-at-scotiabank-4324448963?position=6&pageNum=2&refId=vxvVRu5C2PposkCSAHuWWg%3D%3D&trackingId=4JqX8FT6J5JUDU3nmHnr2w%3D%3D
2026-02-09T21:50:52.062899,Anthology Inc,Software Engineer I,"Bogota, D.C., Capital District, Colombia",software engineer,,,,,https://co.linkedin.com/jobs/view/software-engineer-i-at-anthology-inc-4369921763?position=7&pageNum=2&refId=vxvVRu5C2PposkCSAHuWWg%3D%3D&trackingId=tnP8tjZTnGAQDY%2Bzl8QDgw%3D%3D
2026-02-09T21:50:52.062994,Scotiabank,Fullstack Software Engineer Associate,"Bogota, D.C., Capital District, Colombia",software engineer,,,,,https://co.linkedin.com/jobs/view/fullstack-software-engineer-associate-at-scotiabank-4323484612?position=8&pageNum=2&refId=vxvVRu5C2PposkCSAHuWWg%3D%3D&trackingId=8n9v1FhiDUDHepjjRxo7cQ%3D%3D
2026-02-09T21:50:52.063088,Inetum,Programador Junior- Data Engineering,"Bogota, D.C., Capital District, Colombia",software engineer,,,,,https://co.linkedin.com/jobs/view/programador-junior-data-engineering-at-inetum-4317504278?position=9&pageNum=2&refId=vxvVRu5C2PposkCSAHuWWg%3D%3D&trackingId=2vPrEKGemCglGz%2FIzwJzkQ%3D%3D
2026-02-09T21:50:52.063182,Cafam Oficial,Aprendiz técnico programación de software,"Bogota, D.C., Capital District, Colombia",software engineer,,,,,https://co.linkedin.com/jobs/view/aprendiz-t%C3%A9cnico-programaci%C3%B3n-de-software-at-cafam-oficial-4369174520?position=10&pageNum=2&refId=vxvVRu5C2PposkCSAHuWWg%3D%3D&trackingId=7l3zyuhKHAOKycNYWw1vAg%3D%3D
2026-02-09T21:50:55.235276,Flex,Software Engineer,Armenia Metropolitan Area,software engineer,,,,,https://co.linkedin.com/jobs/view/software-engineer-at-flex-4312342877?position=1&pageNum=5&refId=IJFJOsBvc4w5M3uz78Ixkw%3D%3D&trackingId=eLloq4Nd13nt3HYfLJL%2FPw%3D%3D
2026-02-09T21:50:55.235657,Scotiabank,Fullstack Software Engineer Associate,"Bogota, D.C., Capital District, Colombia",software engineer,,,,,https://co.linkedin.com/jobs/view/fullstack-software-engineer-associate-at-scotiabank-4327248890?position=2&pageNum=5&refId=IJFJOsBvc4w5M3uz78Ixkw%3D%3D&trackingId=IB5eOdJsG1XrIhi0bACHhA%3D%3D
2026-02-09T21:50:55.235842,Scotiabank,Front end Software Engineer Associate,"Bogota, D.C., Capital District, Colombia",software engineer,,,,,https://co.linkedin.com/jobs/view/front-end-software-engineer-associate-at-scotiabank-4319944152?position=3&pageNum=5&refId=IJFJOsBvc4w5M3uz78Ixkw%3D%3D&trackingId=5u19xs68BPba75606VKbmA%3D%3D
2026-02-09T21:50:55.235983,Symplifica,Desarrollador/a  MID Fullstack,"Bogota, D.C., Capital District, Colombia",software engineer,,,,,https://co.linkedin.com/jobs/view/desarrollador-a-mid-fullstack-at-symplifica-4292448169?position=4&pageNum=5&refId=IJFJOsBvc4w5M3uz78Ixkw%3D%3D&trackingId=2Yzx9%2FlTlsHbNBy2u%2Bcr%2BQ%3D%3D
2026-02-09T21:50:55.236105,Auvik,Software Developer,"Bogota, D.C., Capital District, Colombia",software engineer,,,,,https://co.linkedin.com/jobs/view/software-developer-at-auvik-4345852698?position=5&pageNum=5&refId=IJFJOsBvc4w5M3uz78Ixkw%3D%3D&trackingId=DxhZHXsC8RSdrxPElVGp5w%3D%3D
2026-02-09T21:50:55.236220,MISSION S.A.S.,Desarrollador de Software,"Bogota, D.C., Capital District, Colombia",software engineer,,,,,https://co.linkedin.com/jobs/view/desarrollador-de-software-at-mission-s-a-s-4365035915?position=6&pageNum=5&refId=IJFJOsBvc4w5M3uz78Ixkw%3D%3D&trackingId=3Tu6BJStzFd6EfrC%2BYnuUw%3D%3D
2026-02-09T21:50:55.236405,Rappi,Software Engineer Full stack II,"Bogota, D.C., Capital District, Colombia",software engineer,,,,,https://co.linkedin.com/jobs/view/software-engineer-full-stack-ii-at-rappi-4353641029?position=7&pageNum=5&refId=IJFJOsBvc4w5M3uz78Ixkw%3D%3D&trackingId=SJr2shrpNy%2FMpsMse2MoYQ%3D%3D
2026-02-09T21:50:55.236546,Scotiabank,Software Engineer Associate,"Bogota, D.C., Capital District, Colombia",software engineer,,,,,https://co.linkedin.com/jobs/view/software-engineer-associate-at-scotiabank-4255931231?position=8&pageNum=5&refId=IJFJOsBvc4w5M3uz78Ixkw%3D%3D&trackingId=If64bLWi7I95yO8FC8akXw%3D%3D
2026-02-09T21:50:55.236702,Transportes y Servicios Transer,Desarrollador de Software,"Bogota, D.C., Capital District, Colombia",software engineer,,,,,https://co.linkedin.com/jobs/view/desarrollador-de-software-at-transportes-y-servicios-transer-4368401927?position=9&pageNum=5&refId=IJFJOsBvc4w5M3uz78Ixkw%3D%3D&trackingId=h9NR6DwH5S0yInOCENP9ow%3D%3D
2026-02-09T21:50:55.236815,Softtek,.NET Back-end,Colombia,software engineer,,,,,https://co.linkedin.com/jobs/view/net-back-end-at-softtek-4368842398?position=10&pageNum=5&refId=IJFJOsBvc4w5M3uz78Ixkw%3D%3D&trackingId=AW6n0yTilgDr1GU5%2BCzpqA%3D%3D
